,Player,Position,age,Team,Games,Gstart,Minutes,Field-Per-Game,Field-Attempts,Field_Goal_Percentage,three_Point_Field_Goals_Per_Game,three_Point_Field_attemps_Goal_Percentage,three_Point_Field_Goal_Percentage,two_Point_Field_Goals_Per_Game,two_Point_Field_Goal_Attempts_Per_Game,two_Point_Field_Goal_Percentage,Effective_Field_Goal_Percentage,Free_Throws_Per_Game,Free_Throws_attemps_Per_Game,Free_Throws_Percentage,Offensive_Rebounds_Per_Game,Defensive_Rebounds_Per_Game,Total_Rebounds_Per_Game,Assists_Per_Game,Steals_Per_Game,Blocks_Per_Game,Turnovers_Per_Game,Personal_Fouls_Per_Game,Points_Per_Game,season
6286,Garrett Temple,SG,23,SAS,13,4,14.8,2.2,4.9,.438,0.8,1.8,.435,1.4,3.2,.439,.516,1.1,1.6,.667,0.2,0.8,1.1,0.9,0.6,0.2,0.8,1.9,6.2,11
6287,Jason Terry,SG,32,DAL,77,12,33.0,5.9,13.5,.438,1.8,4.8,.365,4.2,8.7,.479,.503,3.0,3.5,.866,0.2,1.6,1.8,3.8,1.2,0.2,1.4,1.8,16.6,11
6288,Hasheem Thabeet,C,22,MEM,68,13,13.0,1.1,1.9,.588,0.0,0.0,,1.1,1.9,.588,.588,0.8,1.4,.581,1.3,2.3,3.6,0.2,0.2,1.3,0.6,2.4,3.1,11
6289,Etan Thomas,C,31,OKC,23,1,14.0,1.3,3.0,.456,0.0,0.0,,1.3,3.0,.456,.456,0.6,1.0,.591,0.8,2.0,2.8,0.0,0.2,0.7,0.8,1.7,3.3,11
6290,Kenny Thomas,PF,32,SAC,26,2,12.0,0.7,1.3,.486,0.0,0.0,,0.7,1.3,.486,.486,0.3,0.5,.583,1.3,2.0,3.3,0.6,0.4,0.4,0.7,1.6,1.6,11
6291,Kurt Thomas,C,37,MIL,70,9,15.0,1.4,3.0,.476,0.0,0.0,,1.4,3.0,.476,.476,0.2,0.2,.800,1.2,3.0,4.2,0.7,0.4,0.7,0.7,2.3,3.0,11
6292,Tim Thomas,SF,32,DAL,18,1,15.8,2.7,5.9,.462,0.9,2.4,.372,1.8,3.5,.524,.538,1.2,1.3,.875,0.7,1.6,2.3,0.8,0.6,0.1,0.8,1.7,7.5,11
6293,Tyrus Thomas,PF-C,23,TOT,54,3,22.6,3.6,7.8,.462,0.0,0.1,.000,3.6,7.7,.465,.462,2.2,3.2,.686,1.5,4.7,6.2,1.0,1.2,1.6,1.7,2.4,9.4,11
6294,Tyrus Thomas,PF,23,CHI,29,3,23.4,3.4,7.1,.483,0.0,0.0,.000,3.4,7.0,.485,.483,2.0,3.1,.644,1.4,4.9,6.3,1.1,1.4,1.7,1.8,2.2,8.8,11
6295,Tyrus Thomas,C,23,CHA,25,0,21.7,3.8,8.6,.442,0.0,0.1,.000,3.8,8.5,.446,.442,2.5,3.4,.729,1.6,4.5,6.1,0.9,0.9,1.5,1.6,2.6,10.1,11
6296,Jason Thompson,C,23,SAC,75,58,31.4,4.9,10.5,.472,0.0,0.1,.100,4.9,10.3,.477,.473,2.6,3.7,.715,3.0,5.5,8.5,1.7,0.5,1.0,1.9,3.7,12.5,11
6297,Al Thornton,SF,26,TOT,75,46,27.7,4.3,9.0,.473,0.1,0.4,.355,4.1,8.6,.479,.482,2.0,2.8,.725,1.5,2.4,3.9,1.2,0.6,0.5,1.4,2.7,10.7,11
6298,Al Thornton,SF,26,LAC,51,30,27.5,4.3,9.0,.478,0.1,0.3,.357,4.2,8.7,.482,.484,2.0,2.7,.741,1.7,2.1,3.8,1.2,0.5,0.4,1.3,2.8,10.7,11
6299,Al Thornton,SF,26,WAS,24,16,28.1,4.2,9.0,.463,0.3,0.7,.353,3.9,8.3,.472,.477,2.1,3.0,.694,1.3,3.0,4.3,1.2,0.8,0.5,1.5,2.6,10.7,11
6300,Marcus Thornton,SG,22,NOH,73,17,25.6,5.5,12.1,.451,1.6,4.3,.374,3.8,7.8,.493,.517,2.0,2.4,.814,1.0,1.9,2.9,1.6,0.8,0.2,1.0,1.7,14.5,11
6301,Jamaal Tinsley,PG,31,MEM,38,1,15.5,1.4,3.7,.371,0.2,1.0,.179,1.2,2.7,.446,.396,0.6,0.7,.815,0.3,1.4,1.7,2.8,0.9,0.1,1.7,1.8,3.5,11
6302,Anthony Tolliver,PF,24,TOT,46,29,31.0,4.2,9.8,.430,1.1,3.3,.329,3.1,6.5,.481,.486,2.2,2.9,.769,1.8,5.1,7.0,1.9,0.7,0.7,1.0,2.8,11.7,11
6303,Anthony Tolliver,PF,24,POR,2,0,2.0,0.0,0.5,.000,0.0,0.5,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.0,11
6304,Anthony Tolliver,PF,24,GSW,44,29,32.3,4.4,10.2,.431,1.1,3.4,.331,3.3,6.8,.481,.487,2.3,3.0,.769,1.9,5.3,7.3,2.0,0.7,0.8,1.0,2.9,12.3,11
6305,Alando Tucker,SF,25,TOT,15,0,6.4,1.1,2.6,.436,0.1,0.5,.143,1.1,2.1,.500,.449,1.1,1.4,.762,0.4,0.3,0.7,0.3,0.0,0.0,0.3,0.4,3.4,11
6306,Alando Tucker,SF,25,PHO,11,0,6.5,1.2,2.7,.433,0.1,0.6,.143,1.1,2.1,.522,.450,1.5,1.9,.762,0.5,0.2,0.6,0.3,0.0,0.0,0.4,0.5,3.9,11
6307,Alando Tucker,SF,25,MIN,4,0,6.3,1.0,2.3,.444,0.0,0.0,,1.0,2.3,.444,.444,0.0,0.0,,0.3,0.5,0.8,0.3,0.0,0.0,0.3,0.3,2.0,11
6308,Ronny Turiaf,C,27,GSW,42,20,20.8,2.0,3.5,.582,0.0,0.0,.000,2.0,3.5,.586,.582,0.9,1.9,.474,1.3,3.3,4.5,2.1,0.5,1.3,1.2,2.3,4.9,11
6309,Hedo Türkoğlu,SF,30,TOR,74,69,30.7,3.7,9.1,.409,1.5,3.9,.374,2.3,5.2,.436,.490,2.4,3.1,.774,0.6,4.1,4.6,4.1,0.7,0.4,1.7,3.0,11.3,11
6310,Ime Udoka,SG,32,SAC,69,2,13.7,1.3,3.5,.378,0.4,1.3,.286,0.9,2.2,.433,.432,0.6,0.8,.737,0.7,2.0,2.8,0.8,0.5,0.1,0.6,1.2,3.6,11
6311,Beno Udrih,PG,27,SAC,79,41,31.4,5.3,10.6,.493,0.9,2.5,.377,4.3,8.1,.530,.538,1.5,1.8,.837,0.5,2.3,2.8,4.7,1.1,0.1,1.7,2.1,12.9,11
6312,Roko Ukić,PG,25,MIL,13,0,7.5,1.1,2.3,.467,0.2,0.9,.250,0.8,1.4,.611,.517,0.7,0.8,.818,0.0,0.2,0.2,0.9,0.1,0.0,0.5,0.5,3.1,11
6313,Anderson Varejão,PF,27,CLE,76,7,28.5,3.5,6.1,.572,0.0,0.1,.200,3.5,6.1,.576,.573,1.5,2.3,.663,2.5,5.1,7.6,1.1,0.9,0.9,0.9,2.9,8.6,11
6314,Charlie Villanueva,PF,25,DET,78,16,23.7,4.7,10.6,.439,1.3,3.6,.351,3.4,7.0,.484,.499,1.4,1.7,.815,1.1,3.6,4.7,0.7,0.6,0.7,0.9,2.9,11.9,11
6315,Sasha Vujačić,SG,25,LAL,67,1,8.6,1.0,2.4,.402,0.4,1.2,.309,0.6,1.2,.494,.479,0.4,0.5,.848,0.4,0.8,1.2,0.6,0.3,0.1,0.3,1.0,2.8,11
6316,Dwyane Wade,SG,28,MIA,77,77,36.3,9.3,19.6,.476,0.9,3.2,.300,8.4,16.5,.509,.500,6.9,9.1,.761,1.4,3.5,4.8,6.5,1.8,1.1,3.3,2.4,26.6,11
6317,Henry Walker,SG-SF,22,TOT,35,13,21.9,3.4,6.6,.517,1.4,3.3,.431,2.0,3.3,.603,.625,1.1,1.4,.796,0.4,2.1,2.5,1.1,0.7,0.1,0.8,2.4,9.4,11
6318,Henry Walker,SF,22,BOS,8,0,3.6,0.4,0.8,.500,0.0,0.0,,0.4,0.8,.500,.500,0.3,0.3,1.000,0.0,0.6,0.6,0.4,0.0,0.0,0.3,0.5,1.0,11
6319,Henry Walker,SG,22,NYK,27,13,27.4,4.3,8.4,.518,1.9,4.3,.431,2.5,4.1,.609,.628,1.4,1.7,.787,0.6,2.5,3.1,1.4,0.9,0.1,1.0,2.9,11.9,11
6320,Ben Wallace*,C,35,DET,69,67,28.6,2.3,4.2,.541,0.0,0.0,.000,2.3,4.2,.545,.541,0.9,2.3,.406,3.6,5.1,8.7,1.5,1.2,1.2,0.9,1.9,5.5,11
6321,Gerald Wallace,SF,27,CHA,76,76,41.0,6.0,12.4,.484,0.7,1.8,.371,5.3,10.6,.503,.511,5.6,7.2,.776,2.0,8.1,10.0,2.1,1.5,1.1,2.3,2.6,18.2,11
6322,Rasheed Wallace,C,35,BOS,79,13,22.5,3.4,8.2,.409,1.0,3.7,.283,2.3,4.6,.511,.472,1.2,1.6,.768,0.5,3.6,4.1,1.0,1.0,0.9,0.8,2.8,9.0,11
6323,Luke Walton,SF,29,LAL,29,0,9.4,1.0,2.9,.357,0.2,0.6,.412,0.8,2.3,.343,.399,0.1,0.1,.500,0.4,0.9,1.3,1.4,0.3,0.0,0.4,0.7,2.4,11
6324,Hakim Warrick,PF,27,TOT,76,6,20.5,3.5,7.2,.482,0.0,0.1,.143,3.5,7.1,.486,.483,2.7,3.6,.737,1.7,2.5,4.1,0.7,0.3,0.2,1.1,1.7,9.6,11
6325,Hakim Warrick,PF,27,MIL,48,6,21.3,3.8,7.9,.481,0.0,0.1,.167,3.8,7.8,.487,.483,2.6,3.6,.727,1.8,2.6,4.4,0.7,0.4,0.2,1.2,1.7,10.2,11
6326,Hakim Warrick,PF,27,CHI,28,0,19.0,3.0,6.1,.483,0.0,0.0,.000,3.0,6.1,.485,.483,2.8,3.6,.755,1.4,2.2,3.6,0.6,0.3,0.3,0.8,1.5,8.7,11
6327,C.J. Watson,PG,25,GSW,65,15,27.5,3.8,8.1,.468,0.7,2.2,.310,3.1,5.9,.527,.510,2.0,2.6,.771,0.4,2.2,2.6,2.8,1.6,0.1,1.1,1.9,10.3,11
6328,Earl Watson,PG,30,IND,79,52,29.4,2.8,6.6,.426,0.7,2.3,.288,2.2,4.3,.500,.476,1.5,2.1,.710,0.7,2.4,3.0,5.1,1.3,0.2,2.2,2.3,7.8,11
6329,Kyle Weaver,SG,23,OKC,12,0,12.0,1.0,2.8,.364,0.6,1.6,.368,0.4,1.2,.357,.470,0.4,0.5,.833,0.1,1.4,1.5,0.9,0.5,0.5,0.3,1.1,3.0,11
6330,Martell Webster,SF,23,POR,82,49,24.5,3.2,7.8,.405,1.5,4.0,.373,1.6,3.7,.440,.502,1.5,1.9,.813,0.6,2.7,3.3,0.8,0.5,0.5,0.7,1.9,9.4,11
6331,Sonny Weems,SG,23,TOR,69,19,19.8,3.4,6.6,.515,0.0,0.2,.133,3.4,6.4,.528,.517,0.6,0.9,.688,0.6,2.2,2.8,1.5,0.6,0.4,0.9,1.8,7.5,11
6332,David West,PF,29,NOH,81,81,36.4,7.6,15.1,.505,0.1,0.3,.259,7.6,14.8,.510,.508,3.7,4.2,.865,2.0,5.4,7.5,3.0,0.9,0.7,2.1,2.9,19.0,11
6333,Delonte West,SG,26,CLE,60,3,25.0,3.2,7.3,.445,0.4,1.3,.325,2.8,6.0,.471,.474,1.9,2.4,.810,0.5,2.3,2.8,3.3,0.9,0.5,1.5,1.4,8.8,11
6334,Mario West,SG,25,ATL,39,1,3.6,0.3,0.5,.571,0.0,0.0,.000,0.3,0.5,.600,.571,0.2,0.3,.600,0.2,0.5,0.7,0.2,0.2,0.0,0.2,0.6,0.8,11
6335,Russell Westbrook,PG,21,OKC,82,82,34.3,5.9,14.1,.418,0.3,1.3,.221,5.6,12.9,.438,.428,4.0,5.1,.780,1.7,3.1,4.9,8.0,1.3,0.4,3.3,2.5,16.1,11
6336,D.J. White,PF,23,OKC,12,0,8.5,2.1,3.4,.610,0.0,0.0,,2.1,3.4,.610,.610,0.8,0.8,.900,0.8,1.1,1.9,0.3,0.4,0.3,0.3,1.0,4.9,11
6337,Chris Wilcox,PF,27,DET,34,10,13.0,1.9,3.5,.525,0.0,0.0,,1.9,3.5,.525,.525,0.8,1.5,.500,1.3,2.1,3.4,0.4,0.4,0.4,1.1,1.9,4.5,11
6338,Damien Wilkins,SF,30,MIN,80,31,19.8,2.1,4.8,.433,0.2,0.8,.295,1.8,4.0,.459,.457,1.3,1.6,.798,0.9,2.2,3.1,1.7,0.8,0.3,1.0,1.8,5.6,11
6339,Mike Wilks,PG,30,OKC,4,0,14.8,1.5,3.0,.500,0.5,0.8,.667,1.0,2.3,.444,.583,0.5,1.0,.500,0.3,0.8,1.0,1.0,0.0,0.0,1.0,1.3,4.0,11
6340,Deron Williams,PG,25,UTA,76,76,36.9,6.5,13.9,.469,1.3,3.4,.371,5.2,10.4,.501,.515,4.4,5.5,.801,0.7,3.3,4.0,10.5,1.3,0.2,3.3,2.7,18.7,11
6341,Jason Williams,PG,34,ORL,82,18,20.8,2.3,5.2,.444,1.0,2.7,.380,1.3,2.5,.512,.542,0.4,0.5,.756,0.1,1.5,1.5,3.6,0.6,0.0,1.1,0.8,6.0,11
6342,Jawad Williams,PG,26,CLE,54,6,13.7,1.5,3.8,.393,0.6,1.7,.323,0.9,2.1,.451,.466,0.6,0.8,.711,0.3,1.2,1.5,0.6,0.2,0.1,0.3,1.4,4.1,11
6343,Lou Williams,PG,23,PHI,64,38,29.9,5.0,10.6,.470,1.1,3.2,.340,3.9,7.4,.527,.521,3.0,3.6,.824,0.4,2.5,2.9,4.2,1.3,0.2,1.7,1.7,14.0,11
6344,Marcus Williams,PG,24,MEM,62,1,14.1,1.7,4.4,.384,0.4,1.3,.296,1.3,3.1,.421,.428,0.6,0.9,.673,0.2,1.3,1.5,2.6,0.5,0.0,1.2,0.7,4.3,11
6345,Marvin Williams,SF,23,ATL,81,81,30.5,3.7,8.2,.455,0.5,1.6,.303,3.2,6.6,.492,.485,2.2,2.7,.819,1.3,3.8,5.1,1.1,0.8,0.6,0.9,2.0,10.1,11
6346,Mo Williams,PG,27,CLE,69,68,34.2,5.5,12.4,.442,2.3,5.4,.429,3.2,7.0,.452,.535,2.6,2.9,.894,0.4,2.6,3.0,5.3,1.0,0.3,2.5,2.5,15.8,11
6347,Reggie Williams,SF,23,GSW,24,10,32.6,5.8,11.8,.495,1.4,3.8,.359,4.5,8.0,.560,.553,2.2,2.6,.839,0.8,3.8,4.6,2.8,1.0,0.3,1.2,2.0,15.2,11
6348,Sean Williams,PF,23,NJN,20,0,11.4,1.1,2.5,.429,0.0,0.1,.000,1.1,2.4,.438,.429,0.5,1.0,.526,1.1,1.3,2.3,0.1,0.4,1.0,1.0,2.1,2.6,11
6349,Shelden Williams,PF,26,BOS,54,0,11.1,1.2,2.2,.521,0.0,0.0,.000,1.2,2.2,.525,.521,1.4,1.8,.765,0.9,1.8,2.7,0.4,0.2,0.4,0.6,1.6,3.7,11
6350,Terrence Williams,SF,22,NJN,78,9,22.6,3.3,8.3,.401,0.4,1.3,.310,2.9,7.1,.417,.425,1.3,1.8,.715,0.6,3.9,4.5,2.9,0.6,0.1,1.6,1.6,8.4,11
6351,Metta World Peace,SF,30,LAL,77,77,33.8,4.0,9.6,.414,1.4,3.8,.355,2.6,5.8,.453,.484,1.7,2.4,.688,1.3,3.0,4.3,3.0,1.4,0.3,1.6,2.1,11.0,11
6352,Antoine Wright,SF,25,TOR,67,10,20.8,2.4,6.0,.406,0.9,2.6,.335,1.6,3.4,.460,.479,0.8,1.1,.688,0.6,2.3,2.8,1.1,0.4,0.2,0.9,2.0,6.5,11
6353,Dorell Wright,SF,24,MIA,72,1,20.8,2.7,5.8,.463,0.8,2.2,.389,1.8,3.6,.508,.536,0.8,1.0,.884,0.7,2.6,3.3,1.3,0.7,0.4,0.7,1.3,7.1,11
6354,Julian Wright,SF,22,NOH,68,14,12.8,1.7,3.4,.500,0.0,0.1,.333,1.7,3.3,.504,.504,0.4,0.6,.610,0.9,1.3,2.1,0.6,0.4,0.3,0.6,0.7,3.8,11
6355,Nick Young,SG,24,WAS,74,23,19.2,3.1,7.5,.418,0.9,2.3,.406,2.2,5.2,.423,.479,1.4,1.8,.800,0.3,1.1,1.4,0.6,0.4,0.1,0.8,2.0,8.6,11
6356,Sam Young,SF,24,MEM,80,1,16.5,2.8,6.2,.451,0.1,0.7,.196,2.7,5.5,.483,.462,1.7,2.2,.777,1.0,1.6,2.5,0.7,0.4,0.3,1.2,1.3,7.4,11
6357,Thaddeus Young,PF,21,PHI,67,45,32.0,5.7,12.1,.470,0.7,2.1,.348,5.0,10.1,.495,.499,1.7,2.5,.691,1.9,3.3,5.2,1.4,1.2,0.2,1.9,2.0,13.8,11
6358,Arron Afflalo,SG,24,DEN,82,75,27.1,3.3,7.1,.465,1.3,3.0,.434,2.0,4.1,.488,.557,0.9,1.2,.735,0.7,2.4,3.1,1.7,0.6,0.4,0.9,2.7,8.8,10
6359,Alexis Ajinça,C,21,CHA,6,0,5.0,0.8,1.7,.500,0.0,0.0,,0.8,1.7,.500,.500,0.0,0.2,.000,0.2,0.5,0.7,0.0,0.2,0.2,0.3,0.8,1.7,10
6360,LaMarcus Aldridge,PF,24,POR,78,78,37.5,7.4,15.0,.495,0.1,0.2,.313,7.4,14.8,.498,.497,2.9,3.9,.757,2.5,5.6,8.0,2.1,0.9,0.6,1.3,3.0,17.9,10
6361,Joe Alexander,SF,23,CHI,8,0,3.6,0.1,0.8,.167,0.0,0.1,.000,0.1,0.6,.200,.167,0.3,0.4,.667,0.3,0.4,0.6,0.3,0.1,0.1,0.0,1.1,0.5,10
6362,Malik Allen,PF,31,DEN,51,3,8.9,0.9,2.3,.397,0.0,0.1,.167,0.9,2.2,.409,.401,0.2,0.3,.923,0.7,0.9,1.6,0.3,0.2,0.1,0.4,1.3,2.1,10
6363,Ray Allen*,SG,34,BOS,80,80,35.2,5.8,12.2,.477,1.8,5.0,.363,4.0,7.2,.556,.551,2.9,3.2,.913,0.6,2.6,3.2,2.6,0.8,0.3,1.6,2.3,16.3,10
6364,Tony Allen,SG,28,BOS,54,8,16.5,2.4,4.7,.510,0.0,0.1,.000,2.4,4.6,.520,.510,1.3,2.2,.605,1.0,1.7,2.7,1.3,1.1,0.4,1.2,2.0,6.1,10
6365,Rafer Alston,PG,33,TOT,52,38,27.3,3.0,8.6,.348,1.1,3.2,.345,1.9,5.3,.349,.413,1.1,1.6,.728,0.3,2.2,2.5,3.4,1.0,0.2,1.8,2.0,8.2,10
6366,Rafer Alston,PG,33,NJN,27,13,28.4,3.5,10.3,.343,1.0,3.2,.322,2.5,7.0,.353,.394,1.6,2.0,.815,0.3,2.4,2.8,3.9,1.0,0.2,2.3,1.9,9.7,10
6367,Rafer Alston,PG,33,MIA,25,25,26.2,2.4,6.8,.355,1.2,3.2,.370,1.2,3.5,.341,.444,0.6,1.1,.556,0.2,2.0,2.2,2.9,0.9,0.2,1.4,2.1,6.6,10
6368,Lou Amundson,PF,27,PHO,79,0,14.8,1.9,3.5,.551,0.0,0.0,.000,1.9,3.5,.553,.551,0.8,1.6,.545,1.6,2.8,4.4,0.4,0.3,0.9,0.7,2.1,4.7,10
6369,Chris Andersen,PF,31,DEN,76,0,22.3,1.9,3.3,.566,0.0,0.0,.000,1.9,3.3,.573,.566,2.2,3.1,.695,1.9,4.4,6.4,0.4,0.6,1.9,0.8,2.3,5.9,10
6370,David Andersen,C,29,HOU,63,0,14.1,2.3,5.4,.432,0.4,1.2,.346,1.9,4.2,.458,.472,0.7,1.1,.687,0.9,2.4,3.3,0.7,0.2,0.2,0.6,1.9,5.8,10
6371,Antonio Anderson,SF,24,OKC,1,0,15.0,1.0,3.0,.333,0.0,0.0,,1.0,3.0,.333,.333,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,10
6372,Ryan Anderson,PF,21,ORL,63,6,14.5,2.7,6.2,.436,1.2,3.3,.370,1.4,2.8,.514,.536,1.1,1.3,.866,1.1,2.1,3.2,0.6,0.4,0.2,0.9,1.3,7.7,10
6373,Carmelo Anthony,SF,25,DEN,69,69,38.2,10.0,21.8,.458,0.9,2.7,.316,9.1,19.1,.478,.478,7.4,8.9,.830,2.2,4.4,6.6,3.2,1.3,0.4,3.0,3.3,28.2,10
6374,Joel Anthony,C,27,MIA,80,16,16.5,1.0,2.0,.478,0.0,0.0,,1.0,2.0,.478,.478,0.8,1.2,.717,1.5,1.6,3.1,0.2,0.3,1.4,0.6,2.0,2.7,10
6375,Gilbert Arenas,PG,28,WAS,32,32,36.5,7.9,19.3,.411,2.0,5.7,.348,5.9,13.6,.437,.462,4.8,6.5,.739,0.5,3.6,4.2,7.2,1.3,0.3,3.7,3.0,22.6,10
6376,Trevor Ariza,SF,24,HOU,72,71,36.5,5.5,13.9,.394,1.9,5.7,.334,3.6,8.2,.436,.462,2.1,3.2,.649,1.1,4.5,5.6,3.8,1.8,0.6,2.2,2.3,14.9,10
6377,Hilton Armstrong,PF-C,25,TOT,33,0,10.2,0.8,2.4,.354,0.0,0.0,.000,0.8,2.4,.359,.354,0.5,1.0,.469,0.8,1.6,2.5,0.6,0.5,0.4,0.7,1.8,2.2,10
6378,Hilton Armstrong,PF,25,NOH,18,0,13.3,1.1,2.8,.380,0.0,0.0,,1.1,2.8,.380,.380,0.7,1.6,.464,0.9,2.4,3.4,0.9,0.4,0.4,0.7,2.4,2.8,10
6379,Hilton Armstrong,C,25,SAC,6,0,9.3,0.7,2.0,.333,0.0,0.0,,0.7,2.0,.333,.333,0.3,0.3,1.000,0.8,1.5,2.3,0.3,0.3,0.7,0.7,0.8,1.7,10
6380,Hilton Armstrong,C,25,HOU,9,0,4.4,0.6,1.9,.294,0.0,0.1,.000,0.6,1.8,.313,.294,0.0,0.2,.000,0.6,0.1,0.7,0.3,0.6,0.0,0.6,1.1,1.1,10
6381,Carlos Arroyo,PG,30,MIA,72,35,22.0,2.5,5.2,.475,0.1,0.3,.280,2.4,4.9,.489,.484,1.1,1.3,.844,0.4,1.4,1.8,3.1,0.5,0.1,0.8,1.4,6.1,10
6382,Darrell Arthur,PF,21,MEM,32,1,14.3,2.0,4.6,.432,0.0,0.0,.000,2.0,4.5,.434,.432,0.5,0.9,.567,1.2,2.3,3.4,0.5,0.4,0.4,0.7,1.9,4.5,10
6383,Chucky Atkins,PG,35,DET,40,11,16.1,1.4,3.9,.363,0.6,1.8,.301,0.9,2.1,.417,.433,0.6,0.7,.926,0.1,0.6,0.7,2.3,0.4,0.0,0.8,1.3,4.0,10
6384,D.J. Augustin,PG,22,CHA,80,2,18.4,2.1,5.4,.386,0.9,2.2,.393,1.2,3.2,.381,.467,1.3,1.6,.779,0.1,1.1,1.2,2.4,0.6,0.1,0.9,1.6,6.4,10
6385,Jeff Ayres,C,22,POR,39,4,10.4,1.1,1.7,.662,0.0,0.0,,1.1,1.7,.662,.662,0.5,0.5,.900,0.6,1.9,2.5,0.0,0.2,0.4,0.3,1.9,2.7,10
6386,Kelenna Azubuike,SF,26,GSW,9,7,25.7,5.3,9.8,.545,1.1,3.0,.370,4.2,6.8,.623,.602,2.1,3.1,.679,1.3,3.2,4.6,1.1,0.6,1.0,0.8,1.8,13.9,10
6387,Renaldo Balkman,SF,25,DEN,13,1,7.0,0.5,1.4,.333,0.0,0.5,.000,0.5,0.8,.545,.333,0.2,0.5,.333,0.3,1.5,1.8,0.5,0.6,0.2,0.5,1.2,1.1,10
6388,Marcus Banks,PG,28,TOR,22,0,11.1,1.8,3.3,.534,0.3,1.1,.292,1.5,2.2,.653,.582,1.1,1.3,.828,0.1,0.9,1.0,1.2,0.5,0.1,0.9,1.4,5.0,10
6389,Leandro Barbosa,PG,27,PHO,44,5,17.9,3.5,8.3,.425,1.0,3.1,.324,2.5,5.2,.485,.485,1.5,1.7,.877,0.3,1.3,1.6,1.5,0.5,0.3,1.0,1.6,9.5,10
6390,J.J. Barea,PG,25,DAL,78,18,19.8,3.0,6.8,.440,0.7,2.0,.357,2.3,4.7,.476,.493,1.0,1.2,.844,0.2,1.7,1.9,3.3,0.4,0.1,1.3,1.5,7.6,10
6391,Andrea Bargnani,PF,24,TOR,80,80,35.0,6.7,14.3,.470,1.5,4.1,.372,5.2,10.2,.509,.523,2.3,2.9,.774,1.3,4.9,6.2,1.2,0.3,1.4,1.5,2.7,17.2,10
6392,Matt Barnes,SF,29,ORL,81,58,25.9,3.3,6.9,.487,0.8,2.6,.319,2.5,4.3,.586,.546,1.3,1.8,.740,1.3,4.2,5.5,1.7,0.7,0.4,1.4,2.3,8.8,10
6393,Earl Barron,C,28,NYK,7,6,33.1,4.3,9.7,.441,0.0,0.0,,4.3,9.7,.441,.441,3.1,4.1,.759,4.4,6.6,11.0,1.1,0.6,0.6,1.6,3.4,11.7,10
6394,Brandon Bass,PF,24,ORL,50,3,13.0,2.4,4.7,.511,0.0,0.0,,2.4,4.7,.511,.511,1.0,1.3,.825,1.1,1.5,2.5,0.4,0.2,0.5,0.6,1.4,5.8,10
6395,Tony Battie,C,33,NJN,15,0,8.9,0.9,2.7,.350,0.1,0.3,.250,0.9,2.4,.361,.363,0.5,0.7,.700,0.3,1.3,1.5,0.2,0.3,0.1,0.2,1.3,2.4,10
6396,Shane Battier,SG,31,HOU,67,62,32.4,2.7,6.7,.398,1.5,4.2,.362,1.1,2.5,.458,.511,1.1,1.6,.726,1.1,3.6,4.7,2.4,0.8,1.1,1.0,2.1,8.0,10
6397,Nicolas Batum,SF,21,POR,37,25,24.8,3.8,7.2,.519,1.5,3.6,.409,2.3,3.7,.625,.619,1.2,1.4,.843,0.9,2.9,3.8,1.2,0.6,0.7,0.7,2.2,10.1,10
6398,Jerryd Bayless,SG,21,POR,74,11,17.6,2.7,6.5,.414,0.4,1.2,.315,2.3,5.3,.437,.444,2.7,3.3,.831,0.2,1.4,1.6,2.3,0.4,0.1,1.3,2.1,8.5,10
6399,Michael Beasley,PF,21,MIA,78,78,29.8,6.0,13.3,.450,0.4,1.3,.275,5.6,12.0,.469,.463,2.5,3.1,.800,1.6,4.8,6.4,1.3,1.0,0.6,1.7,2.8,14.8,10
6400,Rodrigue Beaubois,PG,21,DAL,56,16,12.5,2.8,5.3,.518,0.8,2.0,.409,2.0,3.4,.582,.594,0.8,0.9,.808,0.2,1.2,1.4,1.3,0.5,0.2,1.0,1.5,7.1,10
6401,Marco Belinelli,SG,23,TOR,66,1,17.0,2.3,5.7,.406,0.9,2.4,.380,1.4,3.3,.425,.485,1.5,1.8,.835,0.2,1.2,1.4,1.3,0.6,0.1,0.9,1.2,7.1,10
6402,Charlie Bell,SG,30,MIL,71,39,22.7,2.4,6.2,.381,1.0,2.8,.365,1.4,3.4,.395,.464,0.7,0.9,.716,0.4,1.4,1.9,1.5,0.5,0.2,0.8,1.9,6.5,10
6403,Raja Bell,SG,33,TOT,6,5,30.0,4.7,10.2,.459,2.0,4.5,.444,2.7,5.7,.471,.557,0.5,0.5,1.000,0.8,3.0,3.8,2.2,0.7,0.3,0.8,2.5,11.8,10
6404,Raja Bell,SG,33,CHA,5,5,31.4,4.8,11.0,.436,1.8,4.8,.375,3.0,6.2,.484,.518,0.6,0.6,1.000,1.0,3.2,4.2,2.0,0.8,0.4,1.0,2.6,12.0,10
6405,Raja Bell,SG,33,GSW,1,0,23.0,4.0,6.0,.667,3.0,3.0,1.000,1.0,3.0,.333,.917,0.0,0.0,,0.0,2.0,2.0,3.0,0.0,0.0,0.0,2.0,11.0,10
